Sample_ID,tissue_source_site,patient_id,Cancer_Type,Sample_Type,SetID,X1433EPSILON,X4EBP1,X4EBP1_pS65,X4EBP1_pT37T46,X53BP1,ACC_pS79,ACC1,AKT,AKT_pS473,AKT_pT308,AMPKALPHA,AMPKALPHA_pT172,AR,ASNS,ATM,BAK,BAX,BCL2,BCLXL,BECLIN,BETACATENIN,BID,BIM,CJUN_pS73,CKIT,CMET_pY1235,CMYC,CRAF,CRAF_pS338,CASPASE7CLEAVEDD198,CAVEOLIN1,CD31,CD49B,CDK1,CHK1,CHK1_pS345,CHK2,CHK2_pT68,CIAP,CLAUDIN7,COLLAGENVI,CYCLINB1,CYCLIND1,CYCLINE1,DJ1,DVL3,ECADHERIN,EEF2,EEF2K,EGFR,EGFR_pY1068,EGFR_pY1173,EIF4E,ERALPHA,ERALPHA_pS118,ERK2,FIBRONECTIN,FOXO3A,GAB2,GATA3,GSK3ALPHABETA,GSK3ALPHABETA_pS21S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK_pT183Y185,JNK2,KU80,LCK,LKB1,MAPK_pT202Y204,MEK1,MEK1_pS217S221,MIG6,MRE11,MTOR,MTOR_pS2448,NCADHERIN,NFKBP65_pS536,NF2,NOTCH1,PCADHERIN,P27,P27_pT157,P38MAPK,P38_pT180Y182,P53,P70S6K1,P70S6K_pT389,P90RSK_pT359S363,PAI1,PAXILLIN,PCNA,PDK1_pS241,PEA15,PI3KP110ALPHA,PKCALPHA,PKCALPHA_pS657,PKCDELTA_pS664,PR,PRAS40_pT246,PTEN,RAD50,RAD51,RB_pS807S811,S6,S6_pS235S236,S6_pS240S244,SHC_pY317,SMAD1,SMAD3,SMAD4,SRC,SRC_pY416,SRC_pY527,STAT3_pY705,STAT5ALPHA,STATHMIN,SYK,TUBERIN,VEGFR2,XRCC1,YAP,YAP_pS127,YB1,YB1_pS102,X4EBP1_pT70,ARAF_pS299,ANNEXINVII,ARID1A,BRAF,BAD_pS112,BAP1C4,BRCA2,CD20,CYCLINE2,ETS1,EIF4G,FASN,FOXO3A_pS318S321,FOXM1,G6PD,GAPDH,GSK3_pS9,HEREGULIN,MYH11,MYOSINIIA_pS1943,NRAS,NDRG1_pT346,P21,P27_pT198,P90RSK,PDCD4,PDK1,PEA15_pS116,PI3KP85,PKCPANBETAII_pS660,PRDX1,RAB11,RAB25,RAPTOR,RBM15,RICTOR,RICTOR_pT1135,SCD1,SF2,TAZ,TIGAR,TRANSGLUTAMINASE,TFRC,TSC1,TUBERIN_pT1462,EPPK1,XBP1,ACETYLATUBULINLYS40,P62LCKLIGAND,X1433BETA,X1433ZETA,ACVRL1,DIRAS3,ANNEXIN1,PREX1,ADAR1,JAB1,CMET,CASPASE8,ERCC1,MSH2,MSH6,PARPCLEAVED,RB,SETD2,SMAC,SNAIL,BRD4,CDK1_pY15,ARAF,BRAF_pS445,BCL2A1,CABL,CASPASE3,CD26,CHK1_pS296,COG3,DUSP4,ERCC5,IGF1R_pY1135Y1136,IRF1,JAK2,P16INK4A,SHP2_pY542,PDL1
TCGA-L5-A8NT-01A-21-A41Y-20,L5,A8NT,ESCA,Primary,91,-0.015838,-0.3926,0.47653,-0.096875,-0.94589,-0.32213,-0.32054,0.2417,-0.4607,-0.50604,0.042391,0.31523,-1.3106,0.55165,-0.36897,-0.52071,-1.0225,-0.31011,-0.50083,0.23854,-0.49552,-0.17195,-0.70869,-0.10797,0.61777,0.014408,-0.31671,-0.22476,0.40883,-0.79054,3.1595,-0.075616,0.17711,0.48094,-0.60104,-0.25651,-0.37855,0.32044,-0.1071,-0.13647,0.33914,-1.1907,0.4136,-0.64958,-0.23698,-0.2703,-0.39746,-0.91734,-0.52655,0.3673,0.54322,0.25402,-0.29406,-1.5177,-0.62573,-0.096057,0.17961,0.21623,-0.061877,-0.54474,-0.053798,0.24206,0.55025,0.1164,-0.28507,0.31227,-0.73324,0.13705,1.2191,0.37341,-0.015294,-0.072922,-0.43327,0.53446,0.047968,0.86172,0.099396,0.98992,0.58741,0.57793,-0.089448,0.2754,-0.21269,0.069555,-0.34211,0.1368,0.15253,0.081554,-0.15358,0.050304,0.65465,0.43219,-0.55465,0.25176,-0.076495,0.68747,-0.10636,-0.16593,-0.10544,0.025687,0.30661,0.8342,0.91351,0.018824,0.29,-0.18951,-0.1054,0.31709,0.45608,0.025615,-0.63819,-0.16251,-0.76592,0.1109,-0.37861,0.28076,-0.070058,-0.099595,0.15745,0.20528,0.37575,-0.15054,0.39908,-0.64534,-0.26147,0.69473,-0.50711,0.068067,0.77145,0.18104,-0.078151,-0.014525,0.0062572,0.24635,0.14482,-0.47058,-0.33418,-0.47029,0.6294,0.027587,-0.32059,0.51552,-0.13485,-0.98159,0.65616,-0.047871,0.06453,-1.4701,-0.131,0.11433,0.087591,-0.15396,0.056384,-0.25517,-0.22832,-0.22236,-0.032548,-0.34348,-0.011445,0.012874,-0.024227,0.027891,-0.2433,-0.39386,0.74439,-0.015399,-0.56874,4.9601,0.88332,-0.12079,0.062191,0.55239,0.55225,0.57636,-1.7896,0.5806,0.10308,1.56,2.5305,-0.44393,-0.82412,0.17945,-0.02512,0.62593,0.53121,0.49105,-0.30479,-0.15443,-0.076924,0.17701,0.01033,-0.82823,-0.43509,-0.78448,0.15867,0.16382,0.10494,-0.49692,0.0078015,-0.22808,0.069275,0.042817,0.12747,-0.14081,0.10587,-0.051542,0.73706,0.02296,-0.10285,1.1247,0.08216,0.46259,0.16564,,,0.40082,0.21598
TCGA-LN-A8I1-01A-21-A41Y-20,LN,A8I1,ESCA,Primary,91,0.069515,-0.065739,-0.04473,-0.11582,-1.1938,0.66894,1.4793,-0.63099,-0.6772,-0.45159,-0.26708,-0.22072,-1.5384,0.37318,-0.77049,-0.59874,0.19269,-0.42632,-0.41833,0.11325,-1.4751,-0.16373,0.2603,-0.036635,0.12884,0.13807,0.03032,-0.39454,0.26653,1.9551,0.68179,0.27653,1.0465,0.076008,-0.48912,-0.49619,0.33442,0.76358,0.17373,-0.49256,0.14909,0.24896,0.15117,-0.12608,-0.17541,-0.50284,-1.6149,-0.32898,-1.8546,0.15453,0.21573,0.094029,-0.03848,-0.59807,-0.51115,-0.03722,1.2978,0.18288,-1.4524,-0.66336,0.15926,-0.2071,-1.2515,-0.23233,-0.71251,0.0023693,-0.64682,-0.85779,0.18806,0.22559,-0.0068583,-0.3997,-0.70064,0.36523,0.15282,0.24283,-1.3939,0.68945,0.16968,0.80298,-0.54904,-0.41579,0.0072037,0.058814,-0.3717,0.012833,0.33473,0.052907,-0.16018,0.34082,0.44105,1.9131,-0.79793,0.45076,-0.10672,2.0209,-0.39536,0.60639,0.13116,-0.10573,1.529,0.081307,0.15408,-0.11177,0.064809,-0.22633,-0.33558,-0.094227,1.744,-0.60188,0.14356,0.43025,-0.46846,-0.099987,0.11852,-0.036475,0.19981,0.27442,-0.3141,-0.54325,0.69887,-1.7718,0.48793,-0.22559,-1.0686,-0.47588,0.41298,-0.031986,-0.3551,-0.48843,-0.18912,0.2995,-0.037981,0.12897,-0.024232,-2.1924,-0.44403,-0.68849,0.11331,-0.34269,-0.32685,-0.53892,-1.0246,0.71218,0.32768,0.13714,1.5311,-0.011491,-0.8345,0.17675,-0.14698,0.51583,0.38584,3.4951,0.075986,-0.16646,-0.065496,-1.2083,0.14189,-0.70918,0.73395,-1.1723,0.51463,-0.30778,0.72601,-0.23581,-0.83742,1.4395,0.35167,0.1367,0.14735,0.07436,-0.25843,-0.24695,0.13186,0.0095908,-0.31691,-1.2964,0.060845,-0.99178,-0.076425,0.28171,0.14284,0.41409,0.23146,0.23688,0.75966,0.052316,0.3926,0.023961,0.075746,-0.89529,0.69139,-0.077352,0.33569,0.078204,1.5765,-0.47344,0.053149,-0.4996,0.24341,0.39074,0.45029,0.2362,-0.11067,0.098808,-0.095995,0.3314,-1.0065,0.20379,0.12779,0.34919,-0.056692,,,-0.1985,0.4722
TCGA-LN-A8I0-01A-21-A41Y-20,LN,A8I0,ESCA,Primary,91,0.10433,-0.18708,-0.40213,-0.51054,-1.4894,-0.73941,-0.51918,-0.17782,0.089708,-0.2146,-0.32306,0.082187,-1.2769,0.017054,-0.23955,-0.29878,-0.48045,-0.33423,-0.15648,0.074178,-1.3498,0.23581,-0.41912,0.0020818,0.21369,0.29428,0.39192,-0.14343,0.49811,0.021884,1.2422,0.34849,0.25053,0.94537,-0.58065,-0.46641,-0.6839,1.0513,-0.013947,-0.96054,0.40834,-1.0917,0.33906,-0.31399,-0.11842,-0.28487,-2.3038,-0.67608,-1.2508,0.34005,0.1228,0.60198,-0.0095523,-1.2535,-0.672,-0.014142,1.5954,0.19741,-0.73594,-0.82609,-0.20027,-0.38176,-0.62974,0.14791,0.34307,0.22863,0.10589,0.43916,0.048473,0.53117,0.2221,-0.30808,-1.4402,0.35038,0.47639,1.1692,0.41063,1.0657,0.2208,1.2088,-0.73401,-0.21478,0.25271,0.27819,-0.51139,0.22607,0.10361,0.078742,-0.11264,0.078073,0.066896,0.36556,-0.86273,0.73056,0.13504,1.9419,-0.05194,-0.15977,-0.11315,0.30425,0.29412,0.4344,0.44465,-0.10607,0.28559,-0.15475,-0.18058,-0.16626,2.2086,-1.0975,-0.85805,0.10827,-0.45875,-0.038055,-0.051466,0.18838,0.030368,-0.34083,-0.99886,-0.20327,0.038471,-0.5521,0.87954,-0.41628,-0.64583,0.078823,-0.43713,0.17033,0.37228,-0.12979,0.082,0.12483,-0.12331,0.1645,0.017766,-2.1762,-0.60157,-0.98506,0.3072,0.14692,-0.29887,-0.11896,-0.12009,-0.83853,0.29005,0.49655,0.74606,-1.6886,-0.65303,0.76436,0.19242,0.25819,0.34497,0.68583,-0.88711,0.049401,-0.40399,-0.8388,-0.011502,-0.31682,0.041655,-0.92647,0.22028,-0.28962,-0.4457,-0.16278,-1.3624,3.2462,0.89758,-0.18663,-0.60055,0.72359,-0.28883,0.26043,-0.8944,0.15829,-0.16097,-1.0425,1.1749,0.21082,-0.7446,0.36411,-0.26367,0.36506,0.53517,1.3736,0.30078,0.16984,0.07827,-0.11706,0.015551,-0.80284,-0.65107,-0.93503,0.16322,0.20527,0.93791,-1.0517,0.078713,-0.82155,0.061389,-0.029294,-0.18293,0.3173,0.067195,0.089033,0.026087,0.57204,-0.87866,-0.29968,-1.3491,0.55927,-0.012066,-0.49981,-0.30943,0.16986,0.68333
TCGA-LN-A8HZ-01A-21-A41Y-20,LN,A8HZ,ESCA,Primary,91,0.061452,0.19118,0.1182,-1.1569,-0.37204,0.44222,0.63338,0.031968,-1.2262,-1.0922,-0.24995,0.34428,-1.3346,0.71758,-0.72086,-0.076694,-0.52064,-0.54195,-0.43216,-0.079259,-0.84238,-0.28693,0.137,-0.16933,-0.10476,0.049923,-0.39338,-0.10107,-0.014942,-0.53773,2.4318,0.09507,0.94747,0.086337,-0.12354,-0.46853,0.13147,0.71348,-0.053205,-0.95576,0.030489,1.0857,-0.10436,0.19792,-0.3084,0.82155,-0.39043,-0.078912,0.43248,1.5859,0.78946,0.11851,-0.23738,-1.439,-0.38016,-0.072145,0.65657,0.32073,-1.085,-0.69749,0.26291,-1.0684,-0.81563,-0.05747,-0.30946,0.077029,-0.89556,1.5636,0.50774,0.80127,-0.083717,-0.41726,0.17629,0.23638,0.031675,-0.39595,0.26345,0.26898,0.14872,0.54837,-0.3105,-0.28307,-0.39486,-0.1656,-0.45214,0.56319,0.12462,-0.27295,-0.089608,-0.22246,-1.2671,0.40335,-0.28919,0.41151,-0.16077,3.346,0.37925,0.1759,-0.2296,-0.52598,0.78089,0.42438,0.48086,-0.15697,0.19357,-0.31225,0.015974,-0.51727,1.1965,-0.62022,0.46396,-0.98571,-0.95452,0.33114,-0.14513,0.040153,0.10744,-0.11777,-0.86349,-1.2759,-0.1191,-1.1181,0.34048,0.18021,-0.42047,0.082972,0.118,-0.06941,-1.3011,0.084445,-0.34104,0.075758,-0.099257,0.2938,0.35999,-0.2994,-0.5708,0.33324,0.22947,-0.10793,-0.076255,-0.43757,0.7629,0.77604,0.080364,0.71526,1.6224,-0.30869,-1.457,0.54241,-1.058,0.71949,0.26334,-0.10977,-1.1444,-0.1077,-0.10097,-1.8314,-0.076134,-0.60561,-0.12699,-1.4525,0.35654,-0.39214,0.23137,-0.16101,-0.23462,0.091727,0.23346,0.47403,-0.063316,0.4496,-0.17907,-0.45675,1.1208,-0.038248,-0.31674,0.42304,0.35514,-0.32768,0.8256,0.081039,0.044939,0.032719,0.31298,0.32671,-0.25283,0.67284,0.33208,0.037207,-0.38697,-0.2813,1.0162,0.50348,0.29926,0.20898,0.20409,-1.0454,0.1873,0.19745,0.054557,0.061482,-0.13373,0.028641,-0.0079615,0.22656,0.084956,0.21234,-0.23935,-0.076356,-0.34045,0.27263,0.47989,-0.24397,1.1761,0.014141,0.407
TCGA-L5-A8NE-01A-21-A41Y-20,L5,A8NE,ESCA,Primary,91,0.14532,0.33392,-0.39368,-0.3242,-1.8738,0.39794,0.62731,-1.2386,-0.42999,-0.60615,-0.23204,0.30064,-1.489,-0.07481,-0.78916,-0.99035,-0.60707,-0.50136,0.019351,-0.096363,-1.9798,-0.22913,-0.3985,-0.18571,-0.077973,0.10262,-0.1518,-0.28258,0.19391,0.4697,-1.1794,0.25161,0.7982,0.091856,-0.50499,-0.62502,-0.29812,0.75364,0.47396,0.43621,0.431,0.12406,0.11815,1.2427,0.51254,-0.38521,-0.52743,-0.10432,-1.3999,-0.16716,0.58785,0.21766,0.50733,-1.4202,-0.63268,-0.45917,-0.22814,0.31712,-1.3636,-0.61728,0.26066,0.43793,-1.0561,0.039715,2.5568,0.23098,-0.69567,-0.40916,0.47765,0.23262,0.349,0.16728,-0.79242,0.21202,0.26624,0.18863,0.16447,0.60663,0.30198,0.5982,-0.64333,-0.022237,-0.43557,-0.45713,-0.50773,0.074316,-0.090381,-0.33499,-0.093432,0.30712,1.0188,0.11875,-1.3498,0.54609,0.055908,0.1141,-3.2798,0.11527,0.64925,-0.70853,0.24618,0.96762,0.83382,0.13225,-0.040039,-0.23466,-0.36961,-0.36143,1.2846,-0.82584,-0.16983,0.98277,0.37558,0.13251,-0.064817,-0.1386,0.37256,0.88811,0.79255,1.5497,0.22932,-0.96575,0.487,-0.2877,-0.47832,0.21248,-0.090192,-0.10778,-0.86159,-0.48539,-0.27269,0.16255,-0.044056,0.15761,-0.027171,-2.2523,-0.655,-0.96588,-0.34013,-0.21107,-0.51731,-0.47702,-0.98404,0.061087,0.45177,0.19342,0.19043,-1.106,-0.52088,1.7476,-1.515,0.40118,0.3702,1.3053,0.0065036,-0.32271,0.21957,-1.7709,0.4998,-0.54088,-0.091225,-0.55206,0.14856,-0.21272,0.89168,-0.20712,-0.81282,-1.0023,0.39274,-0.077825,0.13163,0.077833,1.0008,0.12725,-0.76207,0.03478,-0.34294,-0.033052,-0.17291,-3.4529,0.019764,0.28744,0.048989,0.040476,0.25789,0.23889,0.4483,-0.21695,0.36123,-0.11562,-0.28828,-0.76618,0.41093,-0.79914,0.17708,0.17161,0.71728,-0.8864,0.021151,-0.97681,0.33478,0.61718,-0.23913,0.17674,0.11076,0.23562,-0.075045,0.28521,-0.68175,0.43233,0.11117,0.43212,-0.069283,-0.48204,1.3361,0.43229,0.48758
TCGA-L5-A8NW-01A-21-A41Y-20,L5,A8NW,ESCA,Primary,91,0.065599,0.070268,0.15018,0.30345,-0.63275,-0.017319,-0.26615,-0.21829,-0.89241,-1.2366,-0.095366,0.51541,-1.6817,-0.15133,0.0067815,-1.0263,-0.30964,-0.51384,-0.5105,0.27591,-0.61464,-0.16888,-0.070732,0.25512,0.32991,0.035706,0.086389,-0.15554,-0.045206,1.7711,1.0411,0.010675,-0.044188,-0.16964,-0.2731,-0.274,-0.1873,0.40138,0.12649,0.63503,-0.11966,0.079579,-0.046513,-0.30108,-0.46861,-0.52832,-0.17978,-0.55257,-0.14602,0.12955,0.84648,0.16426,-0.20621,-1.5376,-0.48734,-0.32826,-0.75506,0.12105,-0.17094,-0.88084,0.063594,-0.013103,0.03167,0.41871,0.25227,0.11173,-1.0104,-0.23184,-0.20682,0.38722,-0.076846,-0.248,0.11219,0.33664,-0.0072053,-0.1118,0.21871,0.38639,0.020116,0.5132,0.016257,-0.062511,-0.27659,-0.058088,-0.44797,0.36476,-0.054898,-0.076119,0.013924,0.26136,0.51585,0.72997,-0.28456,0.64621,-0.12529,-0.21979,-0.41383,0.12251,0.011323,-0.29556,0.0139,1.0041,0.76698,0.011892,-0.10019,-0.082767,0.16905,-0.43264,0.94303,-0.41703,0.0772,0.91805,0.60613,0.18039,-0.23902,-0.053531,-0.11105,0.53506,0.53916,1.0405,0.15317,0.29572,0.27166,-0.044419,0.017117,0.10044,0.033417,-0.37604,-0.27152,-0.45865,0.23252,0.10267,-0.16576,0.018068,0.19518,-0.82595,-0.14894,-0.051005,-0.51904,-0.25716,-0.42156,0.16464,-0.026823,-0.59196,0.30723,0.62298,-0.036228,-2.1345,-0.63899,0.0039216,-0.46353,0.25587,0.098611,1.0671,-0.90741,0.047558,0.13547,0.51497,-0.048706,-0.38487,0.2298,-0.021684,-0.042214,-0.22908,0.34743,-0.30414,-0.059627,0.38029,0.71093,-0.3159,-0.19835,-0.021069,0.88325,-0.17467,-0.71196,0.27536,-0.21637,0.38325,1.3533,-1.5232,0.15955,0.22245,-0.18733,0.006039,0.38305,2.4962,0.47256,0.25369,-0.1054,-0.10377,0.31974,-0.48506,-0.24081,-0.39085,0.38816,0.06596,0.40629,-0.96193,0.43786,-0.0066514,0.52092,0.3199,-0.021277,-0.00013768,0.027574,-0.018976,-0.14878,0.35834,-0.24464,0.59598,-0.59473,0.24627,0.24573,0.045899,0.30231,0.47632,0.46131
TCGA-L5-A8NI-01A-21-A41Y-20,L5,A8NI,ESCA,Primary,91,-0.13655,0.73185,0.092515,0.34361,-0.43502,0.1656,0.30373,-0.062473,-0.75303,-0.84015,-0.021542,0.66795,-0.96833,0.61226,0.50961,0.31318,-0.61258,-0.72277,-0.34824,0.2165,-0.29229,-0.32806,-1.0002,-0.01613,-0.2983,0.083123,-0.44777,-0.027706,-0.29867,0.32699,2.1602,0.11195,1.0871,0.16059,-0.194,-0.19853,-0.11234,0.4146,0.11375,1.2849,-0.42123,1.2997,-0.20699,0.9864,0.19548,-0.43886,0.064579,-0.2912,-0.73472,-0.022656,0.29061,0.01641,0.19757,-1.7908,-0.053543,-0.42958,0.014679,0.048601,-0.3552,-0.9046,-0.071376,0.2419,0.090049,0.35259,0.1511,0.22449,-1.2204,0.46669,-0.2373,0.68664,-0.20945,-0.23835,-0.17612,0.33756,-0.033278,-0.50491,0.35885,0.26731,0.28954,0.39342,0.24911,-0.075084,-0.12544,-0.14188,-0.43991,0.1688,-0.10401,-0.58342,0.24055,0.044076,0.13842,0.93421,-0.47123,-0.15969,-0.24313,0.58393,-0.66951,0.62973,-0.36182,-0.43167,0.052508,0.2229,-0.040786,-0.086545,-0.31643,0.0062659,0.23087,-0.45315,0.11425,-0.64996,0.45259,0.53323,-0.10372,-0.017415,-0.15509,0.02092,-0.042046,0.36835,0.92615,0.91891,0.33006,-0.50529,0.14482,-0.29899,-0.11372,0.39281,-0.046348,-0.22296,0.13552,0.1858,0.26278,0.14787,-0.16019,-0.0033375,0.34247,-1.302,-0.29868,0.2316,-0.49098,0.12481,0.064119,-0.62563,0.26267,0.53018,-0.08609,0.25844,-0.18611,-1.768,-0.044326,0.55058,-0.53501,0.36367,0.23497,0.068795,-0.7989,0.064847,0.41955,-1.0103,-0.28707,-0.62698,-0.35625,0.0052499,-0.13319,-0.29707,0.33313,-0.11113,0.23403,0.56923,0.42994,-0.21366,0.14467,0.036495,0.6107,-0.011183,-0.18621,0.24892,-0.79349,-0.33724,0.82622,-1.5033,1.1868,0.10729,-0.086556,-0.071949,-0.64651,0.068861,-0.3837,-0.051349,-0.047138,-0.25789,-0.19692,-0.73611,0.35945,0.33088,0.20964,-0.45937,0.44539,-0.45211,0.5206,-0.31898,0.81382,0.7002,-0.24315,-0.32458,0.11152,0.3249,-0.38451,0.16128,-0.070773,0.83856,-0.1891,0.26242,-0.08895,0.092966,1.0533,0.50397,0.12047
TCGA-L5-A8NF-01A-21-A41Y-20,L5,A8NF,ESCA,Primary,91,0.014024,-0.36251,-0.32697,-1.118,-0.4208,-0.60169,-0.78564,-0.49168,-1.0342,-1.0801,-0.21865,0.88357,-1.1731,0.33463,-0.23497,-0.32419,-0.85966,-0.40211,0.022308,0.39019,-0.23189,-0.33761,-0.093394,0.039801,0.1707,0.15359,0.15224,-0.24755,-0.026224,-0.57522,1.5428,0.17496,0.079318,0.14049,-0.5491,-0.40393,0.032544,0.62469,-0.17328,0.89738,-0.019632,-1.4678,0.036919,-0.81296,-0.24526,-0.25567,0.36911,-0.79798,0.32536,-0.031551,0.94754,-0.053889,-0.33309,-1.3322,-0.38844,0.061918,-1.0364,0.12838,-0.54275,-0.76064,-0.41189,-0.50741,0.43324,0.62236,0.82534,0.18268,-1.212,-0.4873,0.57657,0.63283,0.86547,0.16092,-0.29911,-0.032692,0.23791,-0.084096,0.10348,0.54228,0.26671,0.56025,0.16746,-0.14946,0.42585,0.26869,-0.58672,0.017758,0.074525,0.30647,0.031389,-0.072514,0.06334,0.40329,-0.41825,0.36828,-0.075404,-0.33194,-0.36054,0.050138,0.26158,-0.60414,0.30883,0.45526,0.80415,0.12885,0.074966,0.018025,0.018406,-0.20157,0.74443,-0.44808,-0.49646,-1.0906,-1.1566,0.41476,-0.25286,0.28776,0.002948,0.9822,1.4971,1.1433,1.4627,-0.38067,0.46573,-0.71904,-0.15241,0.47885,-0.32967,-0.023492,-0.12485,0.30006,-0.32256,0.15509,-0.11344,0.10542,0.27949,-1.2383,-0.24771,0.22848,-0.015825,0.21265,-0.1757,-0.45096,-0.10538,-1.2295,0.5161,0.064443,-0.031667,-2.4773,-0.67243,0.027169,0.088811,-0.41323,0.31669,-0.67396,-0.99044,0.30399,0.2344,-0.1593,0.25318,-0.2931,-0.084664,-0.31301,0.14531,-0.3329,1.1416,-0.0057842,-0.02934,3.2329,0.5243,0.96006,0.069053,0.020372,1.3157,-0.15615,-2.0062,0.14002,-0.2694,0.57639,2.1078,-0.79654,-0.16122,0.30252,-0.092197,0.37583,0.17933,-1.0632,-0.057767,0.23175,0.18736,3.3806,3.4404,-0.57159,-0.058221,-0.51944,3.2195,1.9202,2.4227,0.96512,4.8298,-0.22122,0.10123,0.25383,-0.52683,-0.14509,0.033372,0.023259,0.10839,0.044985,0.58914,-0.067776,0.34064,0.32463,0.14568,-0.31641,0.89283,0.79721,0.12987
TCGA-VR-A8EQ-01A-21-A41Y-20,VR,A8EQ,ESCA,Primary,91,0.22692,0.31692,-0.076537,-0.74835,-1.065,-0.49682,0.25449,-1.7274,-0.98783,-1.0313,-0.35023,0.15542,-1.4708,0.48501,-0.90178,-0.396,-0.21449,-0.23155,-0.11236,0.020602,-1.1205,-0.18879,-0.28733,-0.1807,-0.070319,0.14037,-0.30232,-0.22474,0.26852,2.8235,0.64967,0.43084,0.28229,0.005842,-0.35284,-0.36766,0.033067,0.58201,0.67219,0.20188,0.060272,0.18843,0.068908,-0.23436,-0.21329,-0.25585,-0.48695,-0.095856,-1.076,-0.16458,0.29954,0.24095,0.080198,-1.322,-0.41686,-0.25657,0.20513,0.48653,-0.52469,-0.60414,-0.016831,-0.82328,-1.1584,0.19575,-0.21303,0.2306,-0.91312,0.77271,0.5199,0.34078,0.075273,-0.19915,-0.65952,0.57618,0.20061,-0.13929,0.29505,0.56304,0.41406,0.76386,-0.69433,-0.31173,-0.09852,-0.35958,-0.38551,0.016012,0.18031,0.20751,-0.079096,0.50242,-0.29422,0.43782,-0.75813,0.66519,-0.11586,0.556,-3.4694,0.63653,-0.056146,-0.29734,0.30871,0.18204,0.50857,0.033853,0.081046,-0.17279,0.40729,-0.21414,1.1062,-0.92334,0.084518,-0.81299,-1.5134,0.06107,0.025895,0.30061,0.24375,1.3574,0.57278,0.044423,0.30672,-1.0254,0.52302,0.11148,-0.49209,0.15175,0.027504,-0.063564,-0.54742,-0.36669,-0.18195,0.019693,0.028918,0.54832,-0.043763,-1.5027,-0.67104,-0.58177,0.22165,-0.15972,-0.17194,-0.30478,-1.4646,-0.23461,0.41298,0.2861,0.26688,-0.57455,-1.4366,0.56877,-1.0415,0.65939,0.38922,-0.11218,-0.10178,-0.20047,0.20685,-0.7089,-0.0055013,-0.48797,0.11037,-1.0676,0.7331,-0.0094833,1.8745,-0.28168,-0.50242,-0.7656,0.44776,0.12337,0.2199,-0.043951,0.43813,-0.13833,-0.19855,-0.30641,-0.33583,1.7997,0.21886,-1.227,0.30272,0.54508,0.20215,0.59347,0.5322,0.18415,0.94438,0.27376,0.46653,0.13025,0.40841,-0.68068,0.16936,-0.49386,0.41135,0.22333,0.34235,-0.050045,0.36962,-0.73419,0.2928,0.54817,0.083417,0.041924,0.17724,0.32359,-0.13708,0.078871,-0.76392,1.1083,0.07585,0.37242,-0.07663,-0.29196,-0.47321,0.027155,0.47515
TCGA-VR-A8EO-01A-21-A41Y-20,VR,A8EO,ESCA,Primary,91,0.14521,0.20775,-0.1439,0.28087,-1.7242,-0.62364,-0.064633,-3.3306,-0.52253,-0.40215,-0.36825,-0.92335,-0.96401,0.66467,-1.6563,-0.47374,-0.24279,0.80014,-0.22843,0.0073469,-3.7441,0.029685,-0.079032,-0.31375,0.2791,0.23406,0.086777,-0.61334,0.83242,0.59198,0.8097,0.74211,1.1543,0.067617,-0.52772,-0.36445,-0.25968,0.92553,-0.084063,-0.90223,0.40007,-0.15616,0.31844,-0.7181,0.31083,-0.66649,-3.3584,-0.3207,-2.8365,-0.55234,0.19462,0.5184,0.12585,-1.2586,-0.21886,-0.27807,1.7405,0.34344,-1.4288,-0.66921,-0.51836,-0.25662,-1.5866,-0.063174,0.5692,0.28692,-0.47194,-0.060582,-0.62605,0.40904,0.37697,-1.051,-1.2527,-0.067675,0.37864,0.89213,-0.98696,1.2576,0.42157,0.95386,-1.6068,-0.098998,0.16035,0.016625,-0.81663,0.12878,0.27438,0.38823,0.0012288,-1.062,0.44203,0.47241,-2.5845,0.47251,-0.12774,1.8351,1.3535,0.41016,-1.303,-0.19567,0.35984,-0.66788,-0.91071,-0.3132,0.20247,-0.050221,-1.3728,-0.4239,1.6738,-0.20634,0.3217,1.3868,0.55603,-0.11964,0.020829,0.15513,0.61689,0.085041,-0.29297,0.35742,0.98988,-2.3455,0.82955,-1.0639,-2.2615,-0.080096,0.3408,0.26688,-0.11258,-0.038058,0.179,0.17522,-0.083069,-0.30293,-0.12789,-2.9112,-0.69137,-1.6675,0.3468,-0.11311,0.034499,-0.18803,-1.9633,0.076347,0.13452,0.34725,-0.081325,-0.57676,-1.143,1.7242,-0.19561,0.70755,0.27763,0.16552,0.21433,0.27973,-0.95789,-0.55668,-0.17198,-0.56104,-0.79489,-3.0582,0.024489,-0.27702,-0.49228,-0.42473,-1.6537,-0.46545,0.90234,0.42836,0.21105,0.52001,-0.40525,-0.36482,0.45012,-1.9984,-0.81161,-2.9251,-0.15005,-1.6157,-1.4759,0.51351,0.39639,0.4805,0.59873,0.0086354,-0.25628,0.13568,0.40421,0.078419,-0.074552,-0.91097,0.25612,-0.95302,0.48968,0.29442,0.44111,-0.33027,0.24579,-0.52391,1.1928,0.03065,-0.17873,0.22814,0.042699,0.324,-0.16315,0.33632,-1.3637,0.2913,0.076024,0.5377,0.12921,-0.39794,-1.0632,0.02855,0.57768
